Timestamp,Source,Output,Status
2024-05-06T18:52:36.248597,Solar,1035.6021080696376,true
2024-05-06T18:52:36.252208,Wind,1608.9048522237488,true
2024-05-06T18:52:36.252247,Hydropower,2006.4215750631322,true
2024-05-06T18:52:46.257843,Solar,1011.2448180880447,true
2024-05-06T18:52:46.258203,Wind,1772.2789771294927,true
2024-05-06T18:52:46.258266,Hydropower,2282.5185561342078,true
2024-05-06T18:52:56.263916,Solar,1026.262326374339,true
2024-05-06T18:52:56.264346,Wind,1717.8517421434265,true
2024-05-06T18:52:56.264471,Hydropower,2217.8876033789716,true
2024-05-06T18:53:06.268900,Solar,1072.8378692699594,true
2024-05-06T18:53:06.269175,Wind,1558.9614367611737,true
2024-05-06T18:53:06.269237,Hydropower,2024.7924089431679,true
2024-05-06T18:53:16.274830,Solar,1030.9069736465901,true
2024-05-06T18:53:16.275224,Wind,1740.979416314396,true
2024-05-06T18:53:16.275337,Hydropower,2288.317702675098,true
2024-05-06T18:53:26.279556,Solar,1077.0964094794938,true
2024-05-06T18:53:26.279864,Wind,1733.625593035267,true
2024-05-06T18:53:26.279913,Hydropower,2106.9216289544192,true
2024-05-06T18:53:36.284948,Solar,1040.2932926651592,true
2024-05-06T18:53:36.285189,Wind,1566.0472955500254,true
2024-05-06T18:53:36.285321,Hydropower,2077.5991503059668,true
2024-05-06T18:53:46.290772,Solar,1079.894788917973,true
2024-05-06T18:53:46.290970,Wind,1549.7175429558868,true
2024-05-06T18:53:46.291073,Hydropower,2256.4346059748636,true
2024-05-06T18:53:56.292989,Solar,1082.843896256169,true
2024-05-06T18:53:56.293156,Wind,1701.753325722731,true
2024-05-06T18:53:56.293248,Hydropower,2083.5233808682833,true
2024-05-06T18:54:06.297565,Solar,1037.970422040106,true
2024-05-06T18:54:06.297847,Wind,1682.1481658953423,true
2024-05-06T18:54:06.297962,Hydropower,2272.329824007346,true
2024-05-06T18:54:16.298907,Solar,1045.9210297571192,true
2024-05-06T18:54:16.299370,Wind,1554.9836138952069,true
2024-05-06T18:54:16.299491,Hydropower,2125.171315623853,true
2024-05-06T18:54:26.304848,Solar,1074.2342027009556,true
2024-05-06T18:54:26.305274,Wind,1656.6423406010986,true
2024-05-06T18:54:26.305424,Hydropower,2149.294238209948,true
2024-05-06T18:54:36.309361,Solar,1017.089330333657,true
2024-05-06T18:54:36.309803,Wind,1619.4557024614521,true
2024-05-06T18:54:36.310017,Hydropower,2218.3656032570493,true
2024-05-06T18:54:46.315480,Solar,1013.552509324029,true
2024-05-06T18:54:46.315540,Wind,1677.259728460574,true
2024-05-06T18:54:46.315560,Hydropower,2131.93758730622,true
2024-05-06T18:54:56.320488,Solar,1065.589106728344,true
2024-05-06T18:54:56.320718,Wind,1600.4252264035053,true
2024-05-06T18:54:56.320767,Hydropower,2038.3714254792542,true
2024-05-06T18:55:06.323544,Solar,1058.7262009429924,true
2024-05-06T18:55:06.323861,Wind,1557.3763809385916,true
2024-05-06T18:55:06.324007,Hydropower,2145.5150683693246,true
2024-05-06T18:55:16.329624,Solar,1096.9865984891692,true
2024-05-06T18:55:16.329832,Wind,1692.580111016996,true
2024-05-06T18:55:16.329890,Hydropower,2155.330229193692,true
2024-05-06T18:55:26.332733,Solar,1028.586777734346,true
2024-05-06T18:55:26.333137,Wind,1755.2065059498714,true
2024-05-06T18:55:26.333226,Hydropower,2029.210804754435,true
2024-05-06T18:55:36.338037,Solar,1058.7618227986486,true
2024-05-06T18:55:36.338290,Wind,1556.9369566443675,true
2024-05-06T18:55:36.338376,Hydropower,2288.6784739599325,true
2024-05-06T18:55:46.339070,Solar,1095.4774042982554,true
2024-05-06T18:55:46.339371,Wind,1619.577271391724,true
2024-05-06T18:55:46.339517,Hydropower,2246.899313360363,true
2024-05-06T18:55:56.341654,Solar,1064.8170910326855,true
2024-05-06T18:55:56.341963,Wind,1571.8370795749745,true
2024-05-06T18:55:56.342102,Hydropower,2165.360462229338,true
2024-05-06T18:56:06.344948,Solar,1044.2349771868376,true
2024-05-06T18:56:06.345350,Wind,1714.659019506873,true
2024-05-06T18:56:06.345438,Hydropower,2217.1212403571794,true
2024-05-06T18:56:16.350185,Solar,1098.1068058275528,true
2024-05-06T18:56:16.350520,Wind,1616.432528485994,true
2024-05-06T18:56:16.350606,Hydropower,2041.8776038198766,true
2024-05-06T18:56:26.356273,Solar,1040.173693705547,true
2024-05-06T18:56:26.356609,Wind,1639.7725160627538,true
2024-05-06T18:56:26.356693,Hydropower,2276.597132743002,true
2024-05-06T18:56:36.358156,Solar,1065.555223680683,true
2024-05-06T18:56:36.358465,Wind,1599.835546486931,true
2024-05-06T18:56:36.358544,Hydropower,2147.5745002038198,true
2024-05-06T18:56:46.364119,Solar,1080.2133967838809,true
2024-05-06T18:56:46.364463,Wind,1569.880996708866,true
2024-05-06T18:56:46.364609,Hydropower,2171.81332833386,true
2024-05-06T18:56:56.365928,Solar,1033.085378175433,true
2024-05-06T18:56:56.366138,Wind,1631.9217042160549,true
2024-05-06T18:56:56.366174,Hydropower,2213.0577658356965,true
2024-05-06T18:57:06.371575,Solar,1004.607542851436,true
2024-05-06T18:57:06.371790,Wind,1718.1265875291497,true
2024-05-06T18:57:06.371836,Hydropower,2151.9658326539407,true
2024-05-06T18:57:16.377413,Solar,1093.05773946045,true
2024-05-06T18:57:16.377634,Wind,1613.2324952041965,true
2024-05-06T18:57:16.377742,Hydropower,2126.849882658808,true
2024-05-06T18:57:26.380339,Solar,1041.8035022461004,true
2024-05-06T18:57:26.380686,Wind,1669.5501320336793,true
2024-05-06T18:57:26.380810,Hydropower,2268.8216235863238,true
2024-05-06T18:57:36.386454,Solar,1086.028222122539,true
2024-05-06T18:57:36.386779,Wind,1561.185755429316,true
2024-05-06T18:57:36.386860,Hydropower,2130.4346343187717,true
2024-05-06T18:57:46.388969,Solar,1025.5973457774692,true
2024-05-06T18:57:46.389244,Wind,1737.2647419286873,true
2024-05-06T18:57:46.389323,Hydropower,2268.894842382689,true
2024-05-06T18:57:56.395010,Solar,1054.9855373527473,true
2024-05-06T18:57:56.395340,Wind,1611.6019697130023,true
2024-05-06T18:57:56.395418,Hydropower,2058.452397571273,true
2024-05-06T18:58:06.396313,Solar,1071.3988036483172,true
2024-05-06T18:58:06.396634,Wind,1582.7232054850995,true
2024-05-06T18:58:06.396715,Hydropower,2198.8438818517325,true
2024-05-06T18:58:16.402367,Solar,1086.8090020403615,true
2024-05-06T18:58:16.402704,Wind,1501.1849975768844,true
2024-05-06T18:58:16.402786,Hydropower,2000.2136562189921,true
2024-05-06T18:58:26.408439,Solar,1091.2600620633823,true
2024-05-06T18:58:26.408751,Wind,1580.7768874688336,true
2024-05-06T18:58:26.408829,Hydropower,2033.3416473641619,true
2024-05-06T18:58:36.414444,Solar,1043.4789504876799,true
2024-05-06T18:58:36.414705,Wind,1624.9112257226564,true
2024-05-06T18:58:36.414751,Hydropower,2220.742682982652,true
2024-05-06T18:58:46.420296,Solar,1009.1918412321505,true
2024-05-06T18:58:46.420649,Wind,1559.980783949115,true
2024-05-06T18:58:46.420731,Hydropower,2137.0865249497992,true
2024-05-06T18:58:56.424496,Solar,1097.6387925182667,true
2024-05-06T18:58:56.424803,Wind,1638.2015040846832,true
2024-05-06T18:58:56.424891,Hydropower,2205.6262351278974,true
2024-05-06T18:59:06.430419,Solar,1057.7273725360226,true
2024-05-06T18:59:06.430632,Wind,1747.6301004118475,true
2024-05-06T18:59:06.430706,Hydropower,2289.3981664800253,true
2024-05-06T18:59:16.436181,Solar,1023.7049469465027,true
2024-05-06T18:59:16.436506,Wind,1667.2535605715914,true
2024-05-06T18:59:16.436587,Hydropower,2181.9746120305663,true
2024-05-06T18:59:26.439135,Solar,1071.9215520324456,true
2024-05-06T18:59:26.439371,Wind,1687.4547299525034,true
2024-05-06T18:59:26.439465,Hydropower,2145.335884071283,true
2024-05-06T18:59:36.442224,Solar,1009.2892671834244,true
2024-05-06T18:59:36.442447,Wind,1771.0442046613969,true
2024-05-06T18:59:36.442590,Hydropower,2117.3149137059095,true
2024-05-06T18:59:46.447979,Solar,1080.8994629415906,true
2024-05-06T18:59:46.448172,Wind,1792.4488541179085,true
2024-05-06T18:59:46.448249,Hydropower,2184.906225850475,true
2024-05-06T18:59:56.452301,Solar,1011.8674917351243,true
2024-05-06T18:59:56.452441,Wind,1748.3741490366046,true
2024-05-06T18:59:56.452473,Hydropower,2285.3044387388663,true
2024-05-06T19:00:06.457247,Solar,1042.2927425173157,true
2024-05-06T19:00:06.457485,Wind,1764.2347491602684,true
2024-05-06T19:00:06.457549,Hydropower,2179.1704358540464,true
2024-05-06T19:00:16.462799,Solar,1004.2128142388633,true
2024-05-06T19:00:16.462923,Wind,1675.0929191516786,true
2024-05-06T19:00:16.462965,Hydropower,2039.411412010805,true
2024-05-06T19:00:26.468321,Solar,1088.7094688920124,true
2024-05-06T19:00:26.468457,Wind,1648.477618819159,true
2024-05-06T19:00:26.468511,Hydropower,2285.4650918517887,true
2024-05-06T19:00:36.473914,Solar,1008.1198780113019,true
2024-05-06T19:00:36.474090,Wind,1626.5367336784686,true
2024-05-06T19:00:36.474172,Hydropower,2207.3606301035297,true
2024-05-06T19:00:46.475692,Solar,1004.745759117629,true
2024-05-06T19:00:46.475853,Wind,1549.5681675351182,true
2024-05-06T19:00:46.475924,Hydropower,2094.115930189449,true
2024-05-06T19:00:56.480570,Solar,1080.562862107397,true
2024-05-06T19:00:56.480677,Wind,1763.5319913105639,true
2024-05-06T19:00:56.480727,Hydropower,2165.944469129834,true
2024-05-06T19:01:06.486022,Solar,1029.625497322707,true
2024-05-06T19:01:06.486157,Wind,1670.02077776473,true
2024-05-06T19:01:06.486211,Hydropower,2195.6230716408163,true
2024-05-06T19:01:16.489335,Solar,1078.0405414627933,true
2024-05-06T19:01:16.489486,Wind,1526.416001228717,true
2024-05-06T19:01:16.489558,Hydropower,2110.0795115058318,true
2024-05-06T19:01:26.491765,Solar,1065.6958401107418,true
2024-05-06T19:01:26.492006,Wind,1645.3100907642881,true
2024-05-06T19:01:26.492076,Hydropower,2294.056877647161,true
2024-05-06T19:01:36.497569,Solar,1014.0278635692362,true
2024-05-06T19:01:36.497908,Wind,1568.8234998035668,true
2024-05-06T19:01:36.497983,Hydropower,2275.6321117962248,true
2024-05-06T19:01:46.499609,Solar,1052.7460741055265,true
2024-05-06T19:01:46.499853,Wind,1764.2604508321995,true
2024-05-06T19:01:46.499912,Hydropower,2272.11958691365,true
2024-05-06T19:01:56.504652,Solar,1038.9315171527485,true
2024-05-06T19:01:56.504972,Wind,1513.9619105190839,true
2024-05-06T19:01:56.505046,Hydropower,2122.9923757034844,true
2024-05-06T19:02:06.507998,Solar,1058.1780875680981,true
2024-05-06T19:02:06.508314,Wind,1501.2490623366366,true
2024-05-06T19:02:06.508391,Hydropower,2142.8548947755544,true
2024-05-06T19:02:16.509335,Solar,1001.6775532247158,true
2024-05-06T19:02:16.509607,Wind,1712.2941029500828,true
2024-05-06T19:02:16.509685,Hydropower,2049.6563136561667,true
2024-05-06T19:02:26.514015,Solar,1003.8487455686989,true
2024-05-06T19:02:26.514256,Wind,1768.5831893253242,true
2024-05-06T19:02:26.514330,Hydropower,2118.2432903563695,true
2024-05-06T19:02:36.519989,Solar,1004.1713278748357,true
2024-05-06T19:02:36.520391,Wind,1516.5692491045625,true
2024-05-06T19:02:36.520464,Hydropower,2263.7552332003615,true
2024-05-06T19:02:46.526113,Solar,1052.0253918073242,true
2024-05-06T19:02:46.526403,Wind,1756.2262891149796,true
2024-05-06T19:02:46.526475,Hydropower,2065.8857886812934,true
2024-05-06T19:02:56.527321,Solar,1083.680241629224,true
2024-05-06T19:02:56.527588,Wind,1752.6589914300503,true
